A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1
7236791410,4625142677,529318605,3113853098,1279086250,4163478969,2726402387,3941162975,7144518983,7556176465,7746822931,2548501709,6804795239,7813980130,6308126488,1997340521,8336507132,8476622442,5512540755,2382919952
8702321253,8614482633,3615968976,5888058798,3272635779,8519554693,2918686080,6743573863,2936784767,2638868244,125523908,587212105,8871919430,175322017,6265048545,3718035629,4509115214,7715395907,9067232865,3704462669
8302926312,8988853660,3523547640,3715476510,2799774330,5485300224,6135107655,2445320017,8388069628,4434332621,854622814,3515360002,7012931817,6002273819,1079905912,5983443456,7618213277,4066859786,3406171044,1843050644
7193401131,4823686338,6069247315,6877380521,1004249413,4020847626,9063812146,7982341372,7183100872,8689038636,2482087634,8745147726,5464753191,1800724893,6945189245,8634344084,544646833,3111255927,6478969343,6173100901
6223379157,3987142531,5978041958,260712103,3574085509,5249717130,3652177447,521428272,9010329310,3107838521,745259994,8212398167,6651917795,2382969098,671206298,5614369633,1314441202,1110390998,6659379785,671051655
7059450526,3189689434,5052776121,3019689775,4307019147,5035908049,5896846162,5789844169,205207307,5043782295,3395809351,36240732,1128859211,1251777286,832152941,5088062299,4559705308,8921241097,8436287568,8166815778
1839545504,7077365124,4558705665,6961407948,7788634027,3519692122,7524272991,6152870005,6920154207,6111960636,1355220028,7619546798,4107897355,5065021935,8696791472,352771303,3080571517,1890471262,66049479,5894952118
4670767528,2123468543,4881273572,6054299756,8382868870,7783654254,1519384230,7988119875,4200718281,4634264579,2083162565,5780518164,2429811026,471911554,3167286609,7074568056,2623383177,549599987,6414690663,8960948478
1694514013,2197329362,687320554,309211976,3198310202,4992632735,8097077212,5277832102,3594587047,1315109758,8613936092,6634907271,5975302231,249016475,430063282,3405665051,3966791346,8353932410,6263798366,739625836
7193954733,6602942203,4282060413,977827413,8207854699,3230349864,8077835179,3179298505,4074180515,5605933518,1384295904,6848477894,4976147435,1654649597,7908274030,3141202220,5387403385,4086405888,4049774364,784229883
3830284376,6644185846,5964702991,386070920,5345306087,8478666848,6045117045,5652961043,7676745312,7550827797,5274005859,4381651922,8481356234,6488267020,5643230888,210725633,5020320714,5065804987,6004581607,641078599
8069774912,3577300379,8590600984,5622309444,7689800605,4238219900,735915393,2759707158,7958202889,5814331639,5327159938,7939995862,1644372927,8046656328,6749249019,8562858111,9008725551,1677293529,3627180585,8468137321
1533611370,8212222712,670775238,6426459804,4671646661,6795078103,4303119259,2308705846,7265420701,6529591220,8138145415,2931743217,5272596456,2429089499,7966904090,4813255566,1110154621,4822804425,1681765968,2422446760
3178419051,1093654108,1285363537,544144519,7142576590,3305666759,6010374707,2165191707,4466478888,7686823842,8812092349,8969426719,4794103551,1612886229,6642284952,5009252069,7503588289,4533373717,7047640013,4016917938
19959477,6355795335,63205458,5346133577,9024487046,44819087,2925665520,8248552077,1696988776,6038168643,7721174901,4687270833,7013578800,8226006107,7962157282,886192674,1939435001,4158089789,972731408,7234512868
429166624,5309667072,2058474454,5773212627,2919875525,6392388358,8179256497,7269622930,3409245018,8455289556,1871307053,4838388259,5578444284,8463050667,7989325523,2699454263,888981106,947397530,9066653334,776869046
8356109571,3064486867,1979786728,1695468105,8435660963,7883333712,7320806504,2307444603,7311750061,2698117918,53370487,411375756,6947298863,1537777045,2969964526,4813656745,1731113066,4666828807,3064335903,7764391324
891903552,8505506619,2432968333,2030821260,4798719329,6241931171,3244614619,3393651956,4735869722,7945565174,6677842968,8773947143,4841983061,5715382611,3738702050,7605077395,2158473147,8135562826,2034271638,8944846161
6089524765,8793019618,2912576388,6982132446,6502438821,8215243209,6269294998,6177917828,4109457208,4522240859,4455526701,115979931,4326439184,6488540342,7188864332,4575168767,9073453322,8012892822,1585826074,5270324776
2097542865,6718985824,6988913984,3784208675,4488499650,3057805971,2832848241,8290648241,2037346408,1792244606,8134885800,4644055455,8594891354,1242865852,5463841103,3624001499,234367510,6446105888,864410338,3543554110
3606815886,1274260750,5912752442,5349331015,5093336692,1615506796,7702807230,8842893158,8424559804,760016266,3489416712,3360506519,5406500478,7005679444,8488425317,8691494909,1769515184,8058523723,1565840709,7903017901
5651145710,8098868131,3776474777,1523279411,7079776144,3888218013,8115861684,7288680574,5811409323,446121406,613921694,5233806864,245891437,3407283581,1948282913,7010136055,2460675048,8833103096,7922034380,4450289274
7123616329,3736422056,720013025,2911627957,3399589365,1012647500,6938983895,2364216592,491091094,1951427408,8292461673,2883016713,1104275289,2103389407,2901350610,1441902623,2124998173,8949619161,5259749323,2571447853
4643008441,7903173689,8428724551,4703778901,8994504537,6293557445,442576701,3128486346,8402073337,5340885323,3507786856,157223755,9001560713,4950355813,8042271664,6851188087,2392838035,2925829702,4622000402,6418468372
3735800152,2212994966,7034761512,4991967012,1896577713,8431689571,6660344340,4871538584,718161481,8861467500,2677925221,2405573755,932645000,5285712386,8717960643,2894583542,669606429,74576544,8145250214,4944710291
7438472577,8161749015,3614485080,5162261933,345189238,8689051692,1785383196,4493209592,7797498610,1988384897,670647898,2250903041,219813947,6013887270,6767662183,7959386649,7821133872,496139002,1838813745,3119328784
3728321029,8036391438,7886087505,3585782047,4057792485,8112606561,8709503988,1709546935,6207846269,6783491399,6357982022,4343185543,6340287803,6929290942,7857585236,1499888320,6162153238,8252626751,3516004299,1090834576
6672540784,2233594734,2135312240,415830532,2947975913,8833223536,1936860212,6737112069,8348271073,951123828,6939974937,1844975536,8203436540,6524025432,5892257244,8026510174,8261563207,732808113,705808576,772242365
6701150844,1903152569,3773227768,7987919889,4965226449,3056882940,2914003568,6095298289,1103395879,3662026110,2584178859,1466205477,3910488759,1528094339,6152413656,3287667621,6693874895,3783346135,2100216574,2511445530
474021790,1698856305,4048025977,4305358604,8830246057,3416670765,9117917566,4255232843,2368675917,1057733608,7340650673,2875411840,5654303755,5320482811,348255252,3701130697,3001956708,7568323743,1169820481,4934831483
6624295496,3766209589,4946192834,4341718108,7889503755,9114261068,6498737988,6326737494,5803115616,436433619,2316680565,2190388140,3289403464,4383771299,1317357675,6297239441,3225621748,2437971881,3337552076,2438767511
5879607730,8284745908,1682912265,2858763741,1474163486,8532603898,4132440194,3588399038,5303862551,7415813699,7635901771,2106147930,1147448103,437724942,4877393263,6973496813,3736674308,3520798696,494791823,1317741222
3465195811,8564612671,2240935814,7455446518,7037615333,7441981379,6449476318,6789371568,1863227759,8456680504,1979984546,5030542103,5002179222,1489381735,6789272218,4678661158,8191817361,2603451825,6851942703,2444072515
6761702209,8886663205,7265525043,5565492682,8742014075,8349266226,6541495526,468283,3969842654,8938576614,8286129084,8098272595,6786820485,4428919112,128017204,4351363064,1374181522,6799387779,502566905,2173871381
5163404136,8427426942,734110213,3937382685,2420455804,7155328306,6764662243,4906795654,1944931685,3669062825,6738120741,8622773786,122397093,234532482,8445034223,5992420424,8982365718,7450915942,321060979,5628094628
260334213,8807938023,7022213580,4241657447,4125839184,3757740033,3705520104,3340004260,8356140296,7907850206,1251627562,6543272337,4401717183,380303598,1524962443,385345162,5287349467,8385646396,4825966953,2166404809
3597089082,2652749912,4773045698,5609438559,399161840,1428195681,1087710321,6393292131,8320799442,8113399641,7140704773,6994860168,9059415089,1496047387,948735282,1881218072,3743374028,7933225164,7738398396,8160427483
3999306625,8323480914,7088280055,80337584,6449978818,2599620776,5831943637,5227745911,6371204243,3385958070,7710298023,2398637499,1889408990,8490109440,3665473757,3320628359,4164066479,3586240791,7764919337,494536447
3701293759,6243372152,6899768182,878616624,2548101126,7581323122,1538927102,8894443897,3307094516,6052540278,4991232782,1622145057,5585669066,4244772421,8331396462,6035498367,4256107065,6234060945,8184113176,7898828176
4907741525,4900053280,1557114629,3544717907,6087361560,8176358621,5690841113,6308880985,6279350063,6106632732,8578185148,7882103448,3517538675,8144768893,1335960945,7184561874,4088775082,4963363589,8951344489,2140158388
9097356557,6043033705,1568187381,6389309145,2707299866,3883907429,5573857827,15200993,8947904033,6347984398,8632246713,8462884210,4319023005,9026821978,5212293462,4155861515,3884563550,4730885352,1474176437,1038466700
7503600573,7700117480,6808006985,6433861800,6113173627,7238498839,1457268183,4029999496,1039945603,6164415016,8663093359,8088924445,5406008062,256256986,7476483110,2541369458,845109364,8585863196,7273228052,5678216564
6920091144,4679378844,3387163912,8843797422,20343915,4631499683,1848592120,9110074206,682416286,4523020091,7812906615,1230935656,5510758718,3107990567,3159408427,7182271876,7083841411,8528942648,7561853719,1822984667
2142085653,614385381,4668466780,3285294754,6439418077,7736891793,2425459173,304637909,4801221041,6981793856,2797493198,7818984805,959799459,5023857852,623977378,7452940573,6456808845,679409110,2002714365,5014270911
588025535,2198729122,5074586418,8233598295,8387077710,8850787650,6337800994,7097941325,3615014990,4813615206,2440177437,8562975691,404618025,414679070,1146636471,4025378196,1834383420,7718802255,4395905359,2482768942
8879642880,226718127,5567442584,3500819304,4874115621,4845535081,8290126949,4527170818,6495463944,2220980701,3465472149,8700924222,5172122462,952577473,2173896306,8370209067,6182271540,871033565,4416953748,4864887912
7190072239,3587284558,2891928975,2372196845,4705883114,6869708550,3653107332,3202364123,3528856595,8578436490,4332806742,8511396840,3854454918,6424734499,339537586,720823211,3799384309,3890594323,4393592648,2603630769
5265104618,8480353819,5035559467,231232980,3805148246,8902725158,546493076,1964896940,6778062743,247649338,2603165507,80528330,8882432438,1841053525,1303209400,1566553054,4511504902,1405626219,1527942718,7812412867
60274568,4365998409,6041200658,7657584890,75503165,2789999937,5804812802,5175807828,146780943,13995707,9045085233,7656506270,1752760900,1114513929,6672394972,5173225331,6397896232,5568259340,8428790878,5087706810
6737160139,5596464331,4503227361,4211804260,4564525662,4852824509,5268634763,118137718,2498510394,8850824528,6899010212,635148306,5065622408,5936647507,7904677113,1535786265,7567152210,2901687697,2810758039,8772493854
4078594518,7693440380,3297326586,5116358219,7023709772,5677202988,7241454236,7363237189,2827792826,5264233967,5135554978,8257238507,4801806258,6091475998,7629534168,8963977170,2829537845,1107149012,7150303603,7358457322
7365102195,8912575792,6911815728,2404274947,1249636677,4333422884,8184795285,5962495612,6020770860,8387062278,6977946751,2491084389,1599090353,7213063905,4043201837,36412359,6638201782,7136262910,7607887784,1676995989
1186016696,44672791,7173801531,1793613321,2054368735,7504231077,3159066116,8063732185,3514871731,2402143533,9008388410,4300013411,276736777,6547170705,3335396406,2764363384,3157997590,5064358677,610908014,4576689115
5254117517,2659383045,1671811214,1832131000,2109972199,1583288422,5773195673,1460310756,5271997192,3402658485,8005521926,2117127140,7215704481,3706459115,1615344879,3019932285,5434496473,2957190377,3290881359,804470572
2374084463,2257903058,8996384359,2621531222,6310219635,3474402678,5014198548,3230413405,2721486592,4621159801,4473416192,3815273140,8348511814,1588092433,1953969455,5967348924,8168777770,7754639254,6826457624,5559480340
6769932927,8898532214,6151557317,6578712121,2370688441,379715161,8610224996,4481937780,7107763467,2717321082,2288533648,2894674983,5477739917,8598296257,4875220458,2362444056,6642182132,2887520455,18290724,4517393171
1230872864,863121250,1910682111,5909983289,8140829086,2698084830,3902600649,6530687725,2578977746,1238737884,7479667864,1594438232,741842140,1304385839,2633317041,1809598034,3799095325,8072866124,797239917,5942124455
8425582794,337375788,1900599969,2716413649,352654881,8061319057,4062083967,6620070533,7532575440,7133566485,4546239599,2899588542,5643696619,2189721375,4715985075,5320859882,616106551,5941353872,4074576014,5764534046
4450093874,7621299990,8587917429,8990547650,8286466899,2156900729,4336752370,8997450233,2711324411,3011073902,1444759559,472355736,1474089233,810650931,201838625,38731314,8192482794,7371667062,4206103235,327893901
51631707,2186942387,3982311969,378418247,342853379,13016036,3316815464,856248698,1867117620,7145682619,5653435420,2064086035,5544827999,3550411269,4887741009,5050176295,6403653276,4114171028,3268261732,2790018486
5791665397,3785813123,2603564694,2544468586,5832053182,9034252065,4928045486,4928200673,8383089824,6202855180,1433802031,1760056885,5356399340,7074698592,2456926322,1045720989,4433576869,993490279,6929560113,1925264793
2471437141,1485389529,3254165815,6340018667,8247196573,7103512736,1473142842,6033474836,4984419281,4689697696,2556742856,8729201570,3273709044,3924295133,451987604,8412437830,8993385372,5990957443,942224274,632880034
4479636094,2735842160,7082884668,2698613948,5024133431,1422938612,3642955033,3463045111,7486566369,6369232571,2227104649,6617497731,6035080435,2080645354,5741122874,2479486932,7011716776,2325614138,8814240308,4909449128
3441894304,5329528792,7068792495,3360560744,4777026157,3833690077,8940741169,7160023534,978200855,2525215454,8450392508,6791819817,7419967818,8172795021,7901481999,5628073230,345467362,3432570437,166117617,6181199729
6066811672,4463479198,2170082883,270813405,8711511544,6134616976,5041437334,6400254970,4050733138,4513325912,5565181430,1611545519,9076244194,3912433268,8850774821,1906698476,4092809590,3921263618,6247304928,1863926290
3787300357,6824379930,8619825810,8548333822,4470669439,7568386070,6380499085,3407153332,75361727,2882721539,5571054345,3424224567,3509190293,8036902904,7103843780,4974818939,5074366625,7515995150,7341339603,1094009233
5712374528,8876335904,7720139944,3745522946,1377923459,3764392547,4995604058,361110536,5518454228,7214608963,6738573076,2931605326,6888569288,380152073,4256710313,8305413225,3601233933,192195785,410184645,108222001
5896777396,4106838774,1666850109,7360922752,4173466758,5637036065,4128055319,883064836,45233888,7853895804,7970931940,6985093675,5014484914,2631006886,3345804068,8358807399,453095232,85028493,2150765675,4930280666
9014291700,4711154097,4425652350,3375797417,2109816982,4776180978,6684010341,8264324567,393833597,8698061076,5484634548,2178344795,2590793616,1936307545,7334503653,1996125018,1520574336,4259867765,1025501281,4777043020
4990315336,3901453441,2896066331,4635537873,6240505566,237178035,4994103584,5274702387,5201348959,768012326,3576699813,2253402339,424184575,7139959126,5423301898,4477462722,3425148643,5709277421,3451166973,6506213529
7094436851,8999533544,5595031515,7378816531,3197002427,5663700999,6100108310,8384936600,8166558069,2376448569,513392126,4460577875,6341239845,166922134,2850346632,9039751372,1602659493,1117336017,5669754669,8215094289
5869597227,6683611457,1948160826,6651082191,1189470885,3032185872,422086273,4370786736,8203139208,3215944865,2580858505,8369571339,2083594561,704745266,6602504133,8437749886,3650023247,1991681231,5198440106,3726613897
2413615579,8868667261,2890027698,5685748582,3806328002,3972623795,6492078615,3423728396,5943735186,6197824130,4936110190,2807601771,326717799,8880359855,3560559826,3035843903,2040867344,2761547192,2519671680,8708792598
146116340,7329600434,5715445416,40517882,4284257231,6750356976,4918988500,5468406295,8963105483,1115798155,4012735568,7573829276,8091412583,4934364332,4782252862,8083223126,2743558837,3433745786,1210557395,674085911
4745444400,8601321253,201608019,2254049746,970894790,2592872933,4851297320,5812683018,4243210235,5472728837,3234377305,6017040863,7755265058,1540113270,3831882694,2688141359,1340692511,314172621,7064930621,1158473952
7458525473,309516183,4000612907,7668688813,7133281282,6539834077,1663886782,4389707432,3787392322,3530605092,9010140958,3545334657,136076185,9047346029,9020476656,8022920867,6157090015,260803181,2603448925,2980334421
8010956860,2867084381,1768796758,2899774053,668907636,5059937437,3222962710,3816206236,3918511010,6105506118,7322028253,2726686760,7733104410,7979534732,2688003233,3271674722,9011803807,7708744662,8321236287,3087290547
2511423192,8785033289,4978883497,6910931782,1948919766,2464709822,5361328494,2055542644,6397176054,8390343400,40427526,6214398741,5228901726,2309462026,597342221,4100918100,8230426933,9026554494,7351312179,5883912471
8900342578,6729626093,6341113790,8325248082,1252885601,7484702172,7003682748,2610671292,4932684660,8998337736,3526100058,4972526573,5520459545,4243924329,90706400,1552872237,2635866741,1633398987,8369494322,6715115209
4653466288,7012423375,3417646604,8634936459,3551898094,1801811220,4991719642,1385046726,7717152860,3052028955,4649779244,1731149226,9079052653,2868740768,8171377972,8619824544,6974285306,6758912313,2475979383,6816293705
5323963094,131790835,9005570122,6809109392,5974514261,6388158422,3738843103,8613689265,2052429919,661979151,3587576274,5744762332,8117755800,3784294958,6311669112,4900808801,8493399423,7443356036,9058305489,249374044
5602674962,9016819377,8028191255,1315327972,7405446022,8686310076,2791841871,7654162584,6897885821,5241935493,5703100187,4526461719,8923550601,978931983,1979919708,4756646759,7604444309,3250738372,5834578398,1501872769
458619522,4359383677,8188206449,5659746532,779819101,4878574619,8692920253,1621605090,586018109,2738948336,8390555589,7719428318,5050617544,7052381874,2560698447,1375975302,1204887072,6405318453,2977102227,61034475
7244521516,5429258480,5061381952,1298665751,2189902919,4555196147,1174871882,6412906613,5885545964,4701825082,1485601988,7202875255,4481282855,6585707155,3769751008,6305507492,8500241328,1067043146,3176130688,494279945
998653263,4815884908,226694822,7041754532,4461451885,2926655008,4076858410,7255100520,2386490547,7186298200,4763280613,6279184502,1172133124,5930208859,6110158055,4390423819,7927825447,1703701300,1035610152,8515750359
861439334,1063809111,6202218273,7059664266,5540110744,6417800509,4451475509,6375447048,7430176785,6774068455,5597354347,3971462834,6903185180,1651401865,7495713686,1829165272,2255535891,1251464567,263845498,3188868744
6356171330,1534493451,2323922141,5767635364,2609443680,4176734948,5617938349,2483256208,864156784,6193713403,5401282860,5088157434,118512037,1742346688,5827304503,5799692480,3294963668,5676463608,2472766818,7447190711
205330626,8319538978,7181470806,4259975878,8878739088,3464051766,3569906495,7640417766,4220902321,6302511686,3875953679,6714010664,8199220552,2637123983,1129454171,553362227,457652048,6018932809,8164346498,5064335915
9042786476,3269029135,3470638191,860717107,2083572380,502787685,6137918021,6131809179,8538051314,3306488667,1535905597,8572316624,3183454508,2412749001,8274102219,7697893243,8134776849,4062293461,3577839131,8450162650
7573726025,4312638892,4170063329,6621303917,3035130783,3035155471,7976849626,158407107,2149977724,2697235146,5610562991,2412717528,4615175797,5061072926,4054152830,7366357202,4030126919,2237951400,3573272373,418788137
3424627549,2141193158,4217750718,1901987362,1739137872,808310193,6376402522,1990120791,8686077348,6190396938,6330622148,8571159871,156118262,4023652051,149525751,7907760162,1153941413,6516619105,4376343443,5238403042
8477397251,820149857,7156032563,1715891917,2529770127,3125224774,7864082306,925783016,2591132151,3136172937,5306324082,3365248434,1687266591,4420212138,413938291,2713925145,8916990476,4605756333,6262712930,7112259027
9019604527,6146699570,505839550,4945708360,3514562174,5155809161,5039150820,4802273962,7864791692,1038657154,6429589257,3512095563,8361506155,7030010666,3338163576,826344367,7466233655,4851971012,136929262,76428918
5781354212,8389923549,1805559886,1750641211,1951337922,8797195285,5670446272,6803528192,5443899038,6110979682,2802872336,5912486805,1988571635,5762140302,2791004056,2694428898,1602645953,4871752439,5175914884,8482847712
2579723242,9016688805,5515959545,3630387916,1897460440,3776955810,8951768440,6531807407,855813984,4017257036,4580252763,3767101750,2888636567,7345554150,815551218,4117473142,8799106963,8158070049,7463113516,291972795
6687961285,1953582310,4722140900,7001734396,2416376838,9023462931,1486168558,1900639550,8743746897,4511106878,5553433025,7316744818,4973419182,8686930354,8525976498,8129471261,3553966339,3307602056,4662617359,137832355
2350938771,3290708093,7311153211,3670176823,6065073667,9027698123,6649400417,6887850297,9095013958,3788061233,1883520234,827683499,7287073919,5816050389,3005611570,2302110655,2480734819,6976594793,9053282813,3902237985
659277425,6888770042,1300407609,6432889977,8446018977,4722843805,559659685,5311162836,4626538410,1146445844,6971977243,6298889739,1131401067,4650873700,1015203871,8793218687,6692959960,3379701344,6583825787,8819565135
4910212930,3542515654,402175430,2821166297,1703256254,5957840299,7979282051,4767920325,1003093107,816419902,7851792080,3308339983,2680492106,2984630281,4083196235,5886391969,8329794553,1785192974,2247784424,4383964000
4478621968,1192747430,7802747958,3644077842,8785787828,3254430960,8398605454,5431060644,7599233983,6469804898,5966876040,1419235078,9086384367,2020284660,8231038426,79164236,2916717495,617814453,5116684681,729999388
4320766117,1092294835,4077922682,7551433801,450942797,206954217,2246050251,6069718481,8530042882,4895466102,7811308043,3797933620,3060753953,1114953688,2047714445,8967156579,426859143,393951252,3696526248,4154343344
6927764791,6786031157,6722726383,5947374909,4283975629,3311844992,2335582888,4017294376,2360643881,3720169948,8829525288,7287176380,7982060414,7089190584,7374521983,207730123,3216113940,2582188255,8832161198,5985654190
4910889022,1158608360,1380853309,7022710029,591839556,922467837,4347157709,5723309940,2127370584,72718633,7458907501,5738955689,6350890312,1667166359,3951995355,6733757743,8972025932,3924315824,6026306822,9010346438
7283955023,4295093927,4810486662,287452876,663281786,8702036787,6179882516,2704376678,2418634452,553019578,4684633889,107826575,4841923282,2763501412,3347248378,8376407113,4637394116,6018927814,4557286441,185111474
5999068258,5932528385,907696320,589210138,8552696909,8551681847,875209346,1173575872,5391166104,3166129544,9000586233,818312194,3426283728,6997361855,5667131442,7326217709,3872740839,7674219722,3242622417,6425639208
7379122806,586005356,7087860670,5777006450,5136047087,5852226775,4568263435,8930529837,7366212381,7017745533,925489349,1969962923,1185145912,500791584,7656232444,4011186981,5270453551,5960355188,4246192087,108459607
8309412296,1753825152,45357333,4372859763,2826594604,5012118930,6313286901,3509777763,1879543122,6986796406,205954130,8229907251,7189373128,9047631307,3984069932,7404150896,3720992096,345593993,3033860698,9026081954
3840823302,2035385977,6096770267,4540728998,8343311272,5776242465,4029151878,6351914163,5261365568,6074017097,1768032837,1056874372,6598096441,3410151043,6006738422,8733911860,2339677103,1612066365,7667400279,4887131146
6755991708,1388519900,8836587717,4503188372,2335087143,1969738772,2432761603,3029044651,7377923151,7428326310,6312852220,5720151291,2169005775,1414333986,1698273866,6798044142,3357362807,7446494236,2565152991,327310865
6986440008,8260836836,1024578827,5875869906,6976389754,7624407699,2013586287,3705598230,2227923179,2284179935,4262987941,3023353183,7885739864,4508774608,1506052324,2553780497,2251987523,4195363808,7647913506,5871972749
5616608315,8830884434,4661400382,8591339907,2019124049,2131384600,7650548069,4801201398,4781850812,4569206648,6432028285,7911487229,5325591108,4689114765,7327235568,6454964852,2111545603,6582915475,8474908799,1657295552
7159126942,589457632,7898519432,2731401885,5300537180,8592869647,1004809547,3375410252,8050370456,939722820,1016833084,4267510532,222213687,5891616207,2775456188,7924484811,1503107189,6620378678,2437437883,3552637873
279904527,8975645287,6365520137,5221508533,5285506301,7703178340,1654964405,6547268248,1927208594,6533121776,7026220252,7288296003,6961896336,9078914375,5154286903,1810344604,6715734025,73964830,4320547245,1507471234
9016238857,3642419475,4873229750,30621674,2640699859,6831397964,6917136802,344031316,6111091418,2156265350,7501122615,6330933692,5769366128,907037534,6939733583,7692246226,1463972234,7499613208,7116296271,8740375982
5820781126,5766542694,714395354,49407766,7150892075,1940479634,4636678530,2609325408,3367866486,5436338838,8922227368,742267478,4263402321,7831710574,4124395521,8212617013,3737238818,3518080743,2972815497,1516959768
5814503702,1549329716,4178660015,5479804066,4819916308,1072560722,71185926,8864105491,5443714610,3239383307,2182854123,8321812937,7958747437,1383846141,3271455441,8194649686,6295543085,7019733234,5129428729,6983269837
4608720679,1180027099,7636593073,7509236072,712946001,3053524128,6514184907,8754243556,84217002,3632386621,4430528796,4269425186,1967957435,2491073571,7644412974,2831879089,2512241908,4763389003,286220953,3951454342
7289543029,1875714405,8832518286,6983291883,2411897379,8923783282,6308293107,8350456672,8619136362,5632133896,7133184874,611597120,1915037487,3258216663,3339653549,1054499340,3317620563,5295327443,822421038,7043967585
6980803169,1213523644,7980360167,305021817,6195817347,3035143275,6460244291,7059168053,1506307095,5263437551,6323917970,181230540,5268978541,6866523641,3720001828,3156339717,1631405236,6006158047,6532601298,4916429318
7124833369,4629937954,6601841494,2305208905,824832729,2401355413,4061609965,3075774970,921762906,8391393043,6980121795,5763088903,4327586288,1269942537,2916200790,7410235349,3240057273,6932150612,7649012911,1845986930
2788107651,5064183790,8697200031,8436028495,1711940392,5063488223,5822344959,7656484505,3998150694,249336867,3148070066,4819056076,8590532264,260617921,7252137479,3086159056,7761045977,2553113173,4947991839,3010321268
594354396,3458251293,2275295192,7920837521,3960667048,7831891674,3537645222,7403481366,8286344108,2311308614,756751613,8111273953,6024143654,5327418789,4658323479,8141192041,5445104567,6719262388,254146024,117883337
3779164022,8238627377,809864424,768905246,5937395851,4775756946,1633240598,2620930574,5440331744,560257924,636348749,8145013206,2793399931,6371876027,7760013276,4205136884,5634511272,1249173275,7056499879,4213285520
5455153586,8982027167,7220090694,7584058166,5570267265,8041923362,1690325371,7571554031,3527654371,5665865596,2030913157,5870641712,3320450360,1740649530,2712611349,3523084182,4601931886,643910279,3359932620,175164656
3073819306,5287760494,5887111255,7263425549,7128884026,4390665821,3034274500,3971953165,1704805832,2531031507,6792401864,1780369649,397977326,1506320278,2337107457,6820110454,633866880,7589998329,93790364,4032221670
3218974778,2191947734,4011625235,6578060984,2109498739,1591251171,3486889056,6763602605,5884238261,9103744444,3529910407,307290735,3373873592,5578399865,4336476790,2176609715,4890072265,8101654149,5393932756,3386457284
4860347718,6532475799,2375105290,4356025071,312966671,3157765514,8068805917,8587350021,6173581605,3886989119,9093690722,4375575114,5613895803,7118305115,7696403981,7409771632,9118209720,2336449869,8450503517,2426736265
4126541751,8605323917,5989827540,63817021,1223758727,4427945254,6887123373,7331141488,5953276253,8074571060,7512575226,5142254238,4452293154,1723170407,7728630948,2540651096,611278204,8074447309,4612129724,1078779544
4427529089,3421455813,3088863008,5276250298,2550311986,5336094956,4178885304,4506297371,8554598893,2312601553,3320006784,6444331272,3587525318,1670367673,1040001632,1530054813,6915932812,3816776046,8779180007,8417717513
8200338586,1527500794,4647382243,7210318483,5014475880,2117375994,3294087249,5471820826,3650970966,923250347,7188006800,1969239340,8995745929,3145117974,996011849,8709142875,7341554581,8835062574,1929759431,5487149692
4870934781,201720470,5293179183,6465955229,3994346848,6240230262,2377368667,5491492721,7352423613,3987557715,1475669230,454113609,4227025104,1114994339,5257886255,6449748594,2285140262,8006115388,3935887356,2938561031
6580135456,7524200249,8247893459,4819517800,2684494296,2656995445,2345265864,3216447674,2334796581,7455000039,328988559,8425906961,2432116341,4555958315,516397907,5180775502,3174919367,5256143124,517170978,2404282598
2130879303,3753824987,7269625610,8587329010,6729986646,1313838044,2696779121,5212197564,5866541317,7244269587,5107021987,8790076998,5468183911,8816502988,285736534,5792106259,7024792615,4449344800,5933170190,7734032973
2544217421,1119202835,8309045986,3356089589,4725503766,2154649071,6644557983,9038123891,597922089,3085880601,707362472,1617862723,7929352840,6357020363,4652970266,8285047795,7896460620,9042566721,5158526514,1532022058
497332030,8512277681,3748629490,7220521000,6118720401,5117231503,2231632858,3878285309,7347217051,4473085664,2967945911,7903421810,6917219913,7022663357,2685039975,5416189741,8989052247,4016433885,6508091098,2255577695
616391596,5002102441,3341825836,320927661,7677035817,997795579,3533474688,6967573927,1719279917,827144628,2467511550,7041507735,662496800,6034202820,7336793431,914577218,5546613289,2852099844,9120692372,1420597567
5911108536,3508799252,7063599424,1726532393,6200230023,3525590778,7140340888,3258175785,5905458584,5547902757,4007856879,4954414787,5036298853,5548536378,8983821271,6100107420,4439967303,6820032763,1704437734,6680865499
1966660202,,,,,,,,,,,,,,,,,,,
8176964138,,,,,,,,,,,,,,,,,,,
1756316693,,,,,,,,,,,,,,,,,,,
799495120,,,,,,,,,,,,,,,,,,,
5977663439,,,,,,,,,,,,,,,,,,,
8670289921,,,,,,,,,,,,,,,,,,,
13309213,,,,,,,,,,,,,,,,,,,
357653218,,,,,,,,,,,,,,,,,,,
5131487897,,,,,,,,,,,,,,,,,,,
1330450062,,,,,,,,,,,,,,,,,,,
7219680380,,,,,,,,,,,,,,,,,,,
1049198335,,,,,,,,,,,,,,,,,,,
1292004151,,,,,,,,,,,,,,,,,,,
9096427185,,,,,,,,,,,,,,,,,,,
7601657329,,,,,,,,,,,,,,,,,,,
3060713134,,,,,,,,,,,,,,,,,,,
3013492721,,,,,,,,,,,,,,,,,,,
616461312,,,,,,,,,,,,,,,,,,,
1250873586,,,,,,,,,,,,,,,,,,,
2106322277,,,,,,,,,,,,,,,,,,,
